Date,BTC,LTC,ETH,BCH,NEO,DASH,XRP,dr_BTC,dr_LTC,dr_ETH,dr_BCH,dr_NEO,dr_DASH,dr_XRP
2020-02-16,9765.84,71.43,251.88,397.76,14.314,108.501,0.28293,,,,,,,
2020-02-17,9655.13,72.34,259.82,403.66,14.868,113.506,0.28296,-0.011336454416619679,0.01273974520509591,0.03152294743528672,0.014833065164923553,0.038703367332681315,0.04612860710961186,0.00010603329445446619
2020-02-18,10149.75,77.37,281.5,419.79,15.426,115.365,0.29814,0.051228725040470824,0.0695327619574233,0.08344238318836128,0.03995937174850117,0.037530266343825724,0.016377988828784273,0.05364715860899083
2020-02-19,9620.73,70.62,261.94,378.58,14.193,106.881,0.27949,-0.052121480824650845,-0.08724311748739821,-0.06948490230905857,-0.09816813168489014,-0.07992998833138865,-0.07354050188532046,-0.06255450459515666
2020-02-20,9604.68,69.09,259.03,372.65,14.065,103.509,0.27198,-0.0016682725739106674,-0.02166525063721325,-0.01110941436970303,-0.015663796291404797,-0.009018530261396429,-0.03154910601510086,-0.026870371032952978
2020-02-21,9663.1,72.84,262.81,376.55,13.891,106.985,0.27264,0.006082451471574268,0.05427702996092054,0.014592904296799825,0.010465584328458455,-0.012371134020618513,0.03358162092185224,0.002426649018310245
2020-02-22,9635.8,74.53,261.29,372.5,13.707,104.8,0.273,-0.0028251803251545526,0.02320153761669408,-0.005783645979985486,-0.010755543752489771,-0.013245986610035176,-0.02042342384446416,0.001320422535211474
2020-02-23,9879.3,78.95,271.74,398.95,14.192,106.779,0.28094,0.025270346001369903,0.059304977861263986,0.03999387653565001,0.07100671140939596,0.035383380754359095,0.018883587786259426,0.029084249084249114
2020-02-24,9595.54,74.09,261.7,370.34,13.143,101.476,0.266,-0.028722682781168518,-0.06155794806839776,-0.036947081769338364,-0.07171324727409456,-0.07391488162344984,-0.04966332331263634,-0.05317861465081519
2020-02-25,9377.98,71.63,250.42,355.55,12.566,96.096,0.2557,-0.022673033513486596,-0.03320286138480233,-0.04310278945357282,-0.03993627477453143,-0.04390169672068778,-0.05301746225708537,-0.03872180451127827
2020-02-26,8772.8,60.86,223.86,315.28,11.02,82.487,0.23093,-0.06453202075500275,-0.15035599609102324,-0.10606181614886978,-0.11326114470538617,-0.12303039949068928,-0.14161879786879794,-0.09687133359405553
2020-02-27,8750.93,61.14,226.26,323.71,11.197,88.753,0.23731,-0.0024929327010759783,0.0046007229707525354,0.010720986330742255,0.026738137528546035,0.01606170598911061,0.07596348515523665,0.027627419564370204
2020-02-28,8668.22,59.81,226.0,311.53,11.236,87.889,0.23595,-0.00945156686203652,-0.021753352960418693,-0.0011491204808626865,-0.03762627042723432,0.0034830758238815207,-0.00973488220116503,-0.005730900509881565
2020-02-29,8634.11,58.69,223.57,309.46,11.359,86.595,0.23392,-0.003935063946230999,-0.01872596555759909,-0.010752212389380511,-0.006644624915738473,0.010946956212175118,-0.014723116658512447,-0.008603517694426799
2020-03-01,8514.67,56.71,214.61,307.0,11.231,83.988,0.22488,-0.013833504553451448,-0.03373658204123353,-0.040076933398935366,-0.007949331092871437,-0.011268597587815843,-0.030105664299324486,-0.038645690834473334
